x,y,label
 -39.39422,   6.10331,   6.00000
 -42.36288, -22.19188,   2.00000
 -22.21418,   9.93693,   2.00000
  18.50624,  24.57920,   3.00000
  12.54127,   2.55736,   1.00000
 -18.24800, -12.88796,   2.00000
  20.87129,  -5.39986,   6.00000
  29.57579,  27.09301,   3.00000
 -46.84816, -20.85763,   2.00000
  -3.43254, -12.04057,   2.00000
   3.85309,  28.29842,   4.00000
  -4.71305,  44.67673,   4.00000
  28.17079, -20.25431,   5.00000
  27.24272,  12.21583,   3.00000
 -27.53797, -12.75645,   2.00000
  25.29668, -42.14771,   5.00000
 -29.74183,   5.97215,   6.00000
  -0.09175, -40.15748,   2.00000
   4.89094,  45.18463,   4.00000
   2.58067,  18.88811,   4.00000
   1.00857,   1.76724,   4.00000
 -12.33357, -23.51017,   2.00000
  26.91800,  11.36404,   5.00000
 -47.08540,  21.09718,   2.00000
  29.60808, -28.34083,   5.00000
  -5.35992, -13.65535,   1.00000
  -2.03793, -14.43037,   2.00000
  63.54850,  -6.79330,   4.00000
 -47.26995,  -5.56978,   2.00000
  18.15883,  23.37823,   2.00000
   6.78520,  20.30261,   4.00000
   6.00369,  11.40795,   2.00000
 -13.05717, -36.75636,   2.00000
  -5.84098,  15.17380,   5.00000
  21.65767,  17.88510,   3.00000
 -46.60155,  -1.61425,   2.00000
 -14.34786,  31.63036,   4.00000
  -0.23610,   8.02049,   2.00000
   9.70658, -27.64348,   2.00000
 -10.69481, -36.82601,   2.00000
   0.96740,   1.65883,   6.00000
  -0.71175, -17.85814,   2.00000
 -34.56094,  29.01638,   6.00000
  23.26441,  -5.84699,   5.00000
 -30.28546, -13.34180,   2.00000
  -7.60288,   8.48799,   5.00000
 -49.10677,  -5.59677,   2.00000
 -18.34925,  24.08646,   3.00000
  17.83469, -35.48093,   5.00000
  27.38594,   9.43560,   3.00000
  -6.65403,  -7.30354,   6.00000
  -7.59701,   6.68518,   6.00000
 -42.15377, -22.12521,   2.00000
 -50.40647,  -5.20059,   2.00000
   1.24596, -32.20972,   5.00000
  17.08788,  26.84028,   4.00000
 -12.72672,   5.57036,   6.00000
  32.85352, -29.66308,   6.00000
 -48.58016,   8.34804,   2.00000
 -30.73963, -16.44909,   2.00000
 -50.88617, -16.12258,   2.00000
  -5.45320, -42.14564,   2.00000
  -1.65784,  39.19619,   4.00000
   2.70814,  -3.08979,   1.00000
 -36.07986,  22.55883,   6.00000
  20.27800,  21.33645,   6.00000
 -23.75054,  11.42415,   6.00000
 -48.22443,  -5.23932,   2.00000
  30.91390,   1.77442,   3.00000
  -1.52882, -33.63025,   2.00000
  -8.55539,  38.79292,   1.00000
 -24.22324, -36.63797,   2.00000
 -27.38488, -17.79647,   2.00000
   5.92095, -15.70528,   1.00000
  12.38402,  21.50937,   4.00000
   9.87831,  34.91896,   3.00000
  23.36599, -28.11616,   5.00000
  51.86269,  19.70389,   3.00000
  13.86549,  39.90860,   4.00000
 -40.05468, -19.56408,   2.00000
 -34.18157,  21.87282,   6.00000
  -1.55165,  11.64968,   6.00000
 -13.27860,  47.12089,   4.00000
  62.15790,  -5.93009,   6.00000
  -4.77699, -39.10072,   2.00000
 -23.22830, -18.78209,   2.00000
   7.34937, -18.67357,   2.00000
 -19.42908,  41.79393,   4.00000
  10.96586,   0.59028,   5.00000
  20.25032, -14.51248,   5.00000
  38.12349,  20.82147,   3.00000
  31.42073,  24.53528,   3.00000
  -2.42328,  30.19896,   4.00000
 -54.59460,   7.03949,   2.00000
 -25.47224, -23.26214,   2.00000
   6.25652, -13.93892,   1.00000
  44.75880, -20.36386,   2.00000
  15.93027, -19.56122,   1.00000
  -8.46338,  42.62825,   2.00000
   2.90902, -41.23399,   2.00000
  28.11971,  -7.26031,   5.00000
  13.04051,  40.42866,   4.00000
 -12.27908,   3.82181,   6.00000
 -54.26969, -11.65383,   2.00000
 -25.58436,  -4.16001,   2.00000
   2.44355,  -5.23144,   1.00000
   3.79009,   2.90592,   5.00000
 -38.88074, -12.06333,   2.00000
  13.18451,  -8.19714,   1.00000
  16.35243,  -7.53132,   2.00000
  17.58308,   1.09928,   5.00000
   1.95924,  52.28529,   4.00000
 -35.47278, -30.62229,   2.00000
   8.44586, -42.57623,   2.00000
 -19.44155,   8.32462,   6.00000
  -8.93909,  42.79202,   4.00000
 -19.03665, -37.56813,   2.00000
 -18.05816,  50.16778,   1.00000
 -14.61612, -38.86603,   2.00000
  -7.01603,  52.10369,   5.00000
 -33.32864,  -2.42639,   2.00000
 -46.71742, -13.40723,   2.00000
  11.77258,   9.11141,   4.00000
  29.10969,   9.61183,   6.00000
  43.01885,  13.73062,   3.00000
  24.52583, -11.36382,   5.00000
 -25.36297,   9.14138,   6.00000
  40.28650, -37.32652,   6.00000
  -5.84130,  51.41510,   4.00000
  24.89644, -41.39354,   6.00000
  20.64704, -27.42101,   5.00000
   0.39797, -34.78950,   2.00000
 -24.41159,  14.74813,   6.00000
  40.07931, -26.79156,   3.00000
 -16.60884, -23.79953,   2.00000
   0.32957,  46.01490,   4.00000
  45.92553,  -9.19592,   3.00000
  45.20992, -14.12307,   3.00000
  -6.13424, -19.24919,   5.00000
  44.61776,  11.73683,   3.00000
  -5.57996, -24.11405,   6.00000
  26.74046,  27.60583,   3.00000
  14.26416,  -6.84796,   3.00000
 -40.27700,  -8.58806,   2.00000
 -10.02372,   6.18541,   6.00000
 -17.29614, -39.12153,   2.00000
  45.38945,  17.44686,   3.00000
  44.17920, -17.33545,   5.00000
  -2.49796,  52.55045,   4.00000
  -4.76978, -38.46144,   2.00000
  15.31241,  38.59119,   4.00000
  20.17610,  17.04109,   2.00000
  36.83290, -17.55418,   5.00000
 -36.39024,  15.84593,   1.00000
  -5.80947, -23.64508,   2.00000
   2.33744,  52.73793,   4.00000
  33.07713,  21.57227,   3.00000
   0.03766,  41.26467,   4.00000
  11.26420,  20.43766,   2.00000
 -40.90170, -11.29971,   2.00000
  17.74682,   4.95699,   1.00000
  -7.93450, -10.15248,   1.00000
 -30.12633,  26.32060,   6.00000
  41.65724,  12.10774,   3.00000
  34.02623,  22.48502,   3.00000
 -18.24080, -32.87199,   2.00000
  -0.14324, -25.66435,   5.00000
  26.47549, -29.37079,   5.00000
  45.19152, -25.66925,   1.00000
 -20.17564, -44.53439,   2.00000
 -32.05419, -35.35562,   2.00000
  31.36033,  -4.53574,   4.00000
   7.00646, -33.38996,   2.00000
  -1.73016, -23.05013,   2.00000
 -58.53879, -11.24818,   2.00000
 -21.81338,  33.33648,   2.00000
  31.97391,  -7.90307,   5.00000
  10.51924,  39.36027,   4.00000
  23.87495,  15.60308,   4.00000
 -46.44057,   6.59180,   2.00000
  15.02586, -16.51711,   3.00000
  13.32094, -40.31609,   2.00000
  62.75385,  -3.57134,   4.00000
  46.43687,  -6.79688,   3.00000
 -19.89086, -28.71528,   2.00000
 -26.84417, -18.78145,   6.00000
 -45.41193, -15.58543,   2.00000
  25.81283,  21.05517,   3.00000
  43.01775,  22.70604,   2.00000
  25.64986, -47.45318,   2.00000
 -23.00693, -41.17252,   1.00000
  27.16821,  -7.45724,   5.00000
   8.97389,  37.49174,   4.00000
  11.36131,  44.33450,   2.00000
   0.05912,  37.07607,   3.00000
 -56.84698,  -8.95782,   2.00000
   9.53811, -24.09300,   2.00000
 -35.01267,  20.63256,   6.00000
  30.34649,  -3.62922,   3.00000
 -27.83310, -25.15902,   2.00000
  37.21396, -25.64760,   5.00000
 -15.86019,   0.62603,   5.00000
 -17.14203,  11.69502,   6.00000
   7.81470, -27.67388,   2.00000
   9.37760,  -8.99238,   1.00000
 -57.51420, -10.30091,   2.00000
 -17.15465,  26.91793,   6.00000
 -20.19674, -13.22387,   2.00000
 -22.51830, -22.33322,   2.00000
   9.88070,  44.66727,   4.00000
  27.35907,  19.14853,   3.00000
 -54.47047,   7.26102,   2.00000
  17.86573,   5.90775,   2.00000
 -42.66835,  -4.10342,   2.00000
  19.53063,  26.72684,   1.00000
 -27.92156, -16.95129,   2.00000
 -26.92626, -16.33313,   2.00000
 -43.60573, -20.49045,   2.00000
 -47.79690,  23.28656,   1.00000
   8.36029, -17.56084,   4.00000
  19.90384,  27.87820,   3.00000
  -4.11050, -52.61052,   6.00000
 -20.77751,  20.30547,   6.00000
  11.05408,  20.58629,   4.00000
 -49.41916, -15.32316,   2.00000
  36.11578, -19.59831,   5.00000
  33.68516,  14.06846,   5.00000
  39.61689,  14.34604,   3.00000
 -10.86068,  30.63828,   6.00000
   3.37406, -20.11886,   2.00000
 -29.61070, -10.74871,   2.00000
  20.41172,   1.17495,   4.00000
  20.21807,  26.58109,   3.00000
  -2.63392,  30.40195,   6.00000
 -19.93814, -25.79711,   2.00000
 -17.19885, -19.07589,   2.00000
  26.97288,  -4.15228,   4.00000
  28.24927,  27.04832,   4.00000
 -12.12497, -38.49553,   2.00000
 -31.12505,  17.47428,   6.00000
 -28.40753,  19.14285,   6.00000
 -23.31746, -18.09531,   2.00000
 -18.89087,   0.25213,   6.00000
 -16.23687,   7.99719,   6.00000
  38.57280,  24.66913,   3.00000
   1.24748, -10.98243,   1.00000
 -35.15086,  14.92472,   6.00000
  35.72643, -21.16785,   5.00000
 -18.07781, -24.07158,   2.00000
  32.11700, -18.43431,   5.00000
  10.17624, -11.98041,   1.00000
  -6.55823,  15.22357,   5.00000
  19.63326,  29.74633,   2.00000
 -17.74563,   7.48206,   5.00000
  -0.40829, -34.28402,   2.00000
  -7.83508,  44.79859,   4.00000
 -26.01662,   1.70204,   6.00000
   3.20165,  43.06800,   4.00000
  11.97817,  33.75965,   4.00000
   7.17719, -24.22032,   2.00000
 -43.59309, -11.37523,   2.00000
 -14.31481,  32.32006,   4.00000
  -4.14757, -29.66751,   2.00000
  11.51631,  28.32881,   4.00000
 -54.75949, -15.20307,   2.00000
 -13.33968, -44.37474,   2.00000
 -51.86514,  -4.47377,   2.00000
  -7.60416,  31.67099,   4.00000
   0.92745,  -7.14374,   1.00000
  11.31873,  11.01376,   4.00000
 -18.66909, -34.69022,   2.00000
 -47.34671,  23.13605,   1.00000
  23.66500, -36.90488,   5.00000
 -17.99266, -21.16428,   2.00000
  45.13173, -25.71621,   2.00000
  42.14032,  22.29632,   3.00000
   3.44597, -31.66398,   2.00000
 -14.52282, -17.44341,   5.00000
 -17.96416, -32.79682,   2.00000
  14.05538,  10.38248,   2.00000
 -37.66151,   6.46831,   6.00000
   7.18927,  39.42915,   4.00000
   1.42713, -44.81106,   1.00000
  22.14310,  -6.70371,   5.00000
  -4.37705,  33.83472,   4.00000
  -2.11783, -27.72165,   2.00000
  31.45783,  16.58525,   3.00000
  -4.67030, -23.54107,   2.00000
 -10.81090, -26.72342,   2.00000
 -20.51450,  49.00738,   4.00000
 -26.69610, -19.71703,   2.00000
 -32.46992, -10.27207,   2.00000
  -4.34392,  44.80638,   4.00000
 -18.07180, -13.62916,   2.00000
  44.59520,   5.27929,   3.00000
 -31.75945,   5.77755,   6.00000
   9.63209, -19.27250,   2.00000
  -8.27252,  18.24744,   6.00000
  11.96225,  40.08738,   4.00000
   7.54590,   2.81185,   4.00000
   3.08023,  -3.11553,   1.00000
 -44.22197,  -1.07087,   2.00000
 -37.23774,   9.40993,   6.00000
  -4.84677,  32.28534,   4.00000
  16.97300,  35.77746,   4.00000
  -8.03842,  -4.17313,   1.00000
  -0.14531,  32.72729,   4.00000
  -9.78089, -30.38009,   2.00000
  -6.72493,  45.06413,   4.00000
 -26.73145,  -0.95218,   4.00000
  35.48569,   6.97487,   3.00000
  66.65901,  -4.90383,   6.00000
 -30.36186,  24.18801,   6.00000
 -16.01888,   2.77319,   2.00000
   7.41398,  -1.81332,   2.00000
  21.70651,  26.15022,   3.00000
  42.44621,   8.30432,   3.00000
 -35.79213,  23.41670,   6.00000
 -21.27314, -25.78011,   2.00000
 -19.56894,   9.01452,   6.00000
  30.79282,   6.05222,   3.00000
   7.70333,  25.69797,   4.00000
 -54.79745, -10.21653,   2.00000
 -27.94134, -14.82466,   2.00000
  40.52214,   9.51397,   3.00000
  -2.43320,   6.32523,   3.00000
   6.80709,  -8.10557,   1.00000
 -33.33117,  17.06146,   3.00000
  29.71000,  30.09361,   3.00000
   5.93611,  -1.16301,   2.00000
 -37.26771, -15.66658,   2.00000
  17.81718,  33.89788,   4.00000
  29.30180, -11.14267,   5.00000
 -30.15973,  19.17838,   6.00000
  15.81656,  39.57825,   4.00000
 -40.36391, -15.74116,   2.00000
  43.83720,  -6.49498,   3.00000
 -19.32880,  20.19185,   6.00000
  -7.05470,  -8.41012,   6.00000
 -47.55354,  23.39164,   1.00000
 -35.66334,  16.47746,   6.00000
  -4.87904,  14.67597,   5.00000
  17.94799,  28.60000,   4.00000
 -24.60116,  -2.59046,   6.00000
  20.24239, -42.61232,   6.00000
   8.14496,  27.74338,   4.00000
  49.88285,  24.14672,   2.00000
  41.71037,  16.18658,   3.00000
 -44.19337, -19.34816,   2.00000
   9.36860, -26.27527,   2.00000
 -45.31335, -10.45064,   2.00000
  -0.06701,  34.14174,   3.00000
   5.25934,  13.02405,   2.00000
 -10.37707,  34.90868,   6.00000
  -2.57707,  -3.90186,   4.00000
 -22.29176,   9.77671,   6.00000
  17.45987, -12.37534,   5.00000
  -2.74658, -18.05578,   2.00000
  12.96370, -10.71870,   1.00000
 -38.62528,  19.44337,   4.00000
 -14.30416, -12.40715,   2.00000
 -35.47278,  -4.13894,   2.00000
 -47.67217, -15.52507,   2.00000
   1.46963,  45.80663,   4.00000
 -34.42814,  19.36897,   6.00000
   2.90608,  39.86692,   4.00000
 -40.33507,  -1.46075,   2.00000
 -17.77790, -28.93985,   2.00000
  -2.57098,  34.55791,   4.00000
 -16.08177,  31.95765,   6.00000
  22.74228, -34.15559,   5.00000
 -30.95297, -29.80934,   2.00000
  -0.48967,  16.70033,   3.00000
 -32.19427, -16.88607,   2.00000
  19.86110,  -7.89173,   3.00000
  32.93262, -16.89521,   5.00000
  14.87942,  28.27817,   4.00000
 -10.27839,  22.52359,   6.00000
 -51.66978,  -7.48393,   2.00000
 -26.81569,  14.77217,   6.00000
 -37.60501,  20.98018,   6.00000
 -13.08190,  13.86893,   6.00000
  -2.55342,  52.40294,   4.00000
 -29.97046,  22.97303,   6.00000
  11.67371, -34.28119,   5.00000
  21.17839, -22.49649,   1.00000
  20.06577,  -8.44455,   4.00000
  64.61319,  -5.36505,   4.00000
   1.13242,  18.60202,   4.00000
 -33.13919,  -7.68775,   2.00000
  26.60381,  -8.50581,   2.00000
 -14.12409,  -6.22297,   2.00000
  26.94223,  37.67164,   1.00000
  25.97018,  20.92149,   3.00000
  24.88575, -22.71866,   5.00000
  -5.64876,  51.39190,   4.00000
   7.00472, -34.18554,   1.00000
 -16.83794,   6.21932,   6.00000
  24.69184, -44.50409,   5.00000
  36.13535,  14.05783,   4.00000
  13.67817, -37.47891,   5.00000
   9.68191, -28.40081,   2.00000
  46.22070,  11.90939,   3.00000
 -20.48309,  26.23491,   1.00000
 -24.55036,  18.14328,   6.00000
  30.06979, -14.06481,   5.00000
  10.22062,  41.75969,   4.00000
   8.89077, -25.12564,   2.00000
  -9.26176,  -8.18700,   2.00000
  50.37986,  -3.90578,   3.00000
  61.63150,  -8.79831,   2.00000
 -27.99444, -23.03642,   2.00000
 -17.08585,  -3.31503,   6.00000
 -12.75454, -41.99045,   2.00000
  33.00566,  -9.74258,   5.00000
  19.51718,  13.30098,   5.00000
 -37.99936, -26.36356,   2.00000
 -37.67010,  23.85150,   6.00000
  25.14621,  36.53076,   4.00000
 -11.45524,   1.57644,   6.00000
  41.63610,  28.49108,   3.00000
  -0.41416,  -3.72701,   1.00000
  -6.12128, -30.91990,   2.00000
 -38.65128,  28.63229,   6.00000
   2.68857,  16.14167,   1.00000
 -19.18263,  -9.88997,   2.00000
  -0.82723, -23.84371,   2.00000
  -4.25409,  38.31412,   4.00000
  22.14198,  32.11704,   5.00000
 -11.94066,   8.83055,   6.00000
 -36.08795,   2.89296,   2.00000
 -11.30418,  22.56900,   6.00000
 -25.61764,  16.37759,   3.00000
  -5.69398,  46.25169,   4.00000
  34.08153,   8.13737,   3.00000
 -19.49931,  47.97558,   4.00000
  43.02347,  13.44791,   3.00000
 -10.71833,   4.61257,   6.00000
  31.20271,  -1.76999,   3.00000
 -16.72642,   7.81163,   6.00000
 -11.23283,  -0.13849,   4.00000
 -33.25496, -29.74884,   2.00000
  -3.41292,  -3.48541,   2.00000
   6.53733,  -7.53383,   1.00000
   1.08280, -11.16261,   1.00000
 -48.22046, -30.19835,   2.00000
  41.02164, -10.99779,   3.00000
  -9.21736, -45.16783,   2.00000
 -20.52716, -10.86606,   6.00000
  15.57867,   3.39947,   1.00000
  36.03963,  18.94532,   3.00000
  23.47932, -15.14469,   5.00000
 -49.28302,  -8.29504,   2.00000
  -9.20095,  40.26213,   4.00000
  16.68791,  23.60116,   3.00000
  35.68065,   7.44115,   3.00000
  25.22500,  31.17355,   3.00000
  -6.23663, -36.78976,   2.00000
  16.46348,   8.45269,   1.00000
  15.47427, -13.47689,   1.00000
 -16.40100, -37.78901,   2.00000
 -38.23869,  12.08704,   6.00000
 -13.25574,  -1.74918,   2.00000
 -56.23755,  -3.01441,   2.00000
   8.12788, -16.38483,   1.00000
  26.53020,   0.36076,   4.00000
 -40.63916,  16.37270,   2.00000
  38.93742, -32.48711,   5.00000
  -0.75803,  42.29143,   4.00000
  -6.76476,  40.05357,   6.00000
  15.54596,  33.09032,   4.00000
  36.31872,  10.17340,   3.00000
 -40.62403, -11.99860,   2.00000
  17.95332,   7.35678,   4.00000
  28.10122, -31.37083,   5.00000
 -14.87426, -29.47409,   2.00000
  35.95850, -20.17988,   5.00000
  41.74781,  23.83027,   3.00000
 -18.86621,  47.47428,   4.00000
 -16.63251,  -1.68419,   6.00000
 -20.52282, -26.29814,   2.00000
  19.53337, -20.27351,   3.00000
 -42.46655, -23.94131,   1.00000
  -2.02344,  -3.85378,   1.00000
   6.07824,   4.57647,   1.00000
 -43.33319, -20.96318,   2.00000
   5.37342,  17.43339,   5.00000
 -16.93029, -16.31899,   2.00000
 -53.97716,  -6.44489,   2.00000
 -40.81193,  -6.81994,   2.00000
  13.34018, -26.73040,   2.00000
  35.48528, -13.03652,   5.00000
  11.18957, -33.70106,   5.00000
  39.51482, -18.32070,   5.00000
 -29.90171,   5.81063,   6.00000
   2.34096,  52.66161,   4.00000
  11.60098, -22.50160,   2.00000
 -12.24536, -31.00069,   2.00000
  25.79426,  15.16053,   4.00000
  16.85278, -28.80137,   5.00000
  45.99489,  13.05399,   3.00000
  17.34123, -13.01376,   3.00000
   6.18582,  40.09044,   4.00000
 -20.40133,  -2.94521,   2.00000
 -37.90657, -31.40613,   2.00000
 -25.47323,  -3.61961,   3.00000
  27.78111,   0.64881,   3.00000
   5.79377, -26.41394,   2.00000
  13.63009,  47.21564,   4.00000
 -38.79265, -11.95298,   2.00000
 -29.82170,  -4.18630,   2.00000
  31.28145,   8.98448,   3.00000
 -44.47142, -34.25986,   2.00000
  42.67717,  31.16711,   3.00000
  -2.52393,  52.52719,   4.00000
 -16.53256, -22.53880,   6.00000
  53.60872,  -1.20829,   4.00000
 -39.89827, -23.47626,   2.00000
  14.21180,  -9.05504,   1.00000
  49.61958,  24.10530,   3.00000
   0.39266,  36.58046,   3.00000
  -6.15972,  32.43373,   5.00000
 -32.72495, -26.00401,   2.00000
  45.19164, -15.44242,   1.00000
   9.19196,  43.75943,   4.00000
  -4.27126,   8.29092,   6.00000
  19.91316, -11.77767,   4.00000
   0.03341, -33.10874,   2.00000
 -33.64725,  27.81981,   6.00000
   5.72308,  26.38801,   2.00000
  23.41243,  13.46754,   6.00000
 -42.51409, -26.85288,   2.00000
 -21.10539,  33.51369,   2.00000
  -0.88789,  -2.72183,   1.00000
 -31.53532, -29.30008,   1.00000
  45.78620,  17.91156,   3.00000
  22.29598, -12.95797,   5.00000
  40.92266, -22.16971,   3.00000
  -7.31093, -11.75047,   1.00000
 -55.42725, -15.06810,   2.00000
  -6.09058,  33.36829,   4.00000
 -26.30012,  14.03254,   6.00000
  44.60271,  -7.26994,   3.00000
  19.57052,  -8.90884,   5.00000
  44.59507,  25.17678,   3.00000
  20.10655,  42.19033,   4.00000
 -29.87740,   0.28710,   6.00000
 -48.15007, -18.77396,   2.00000
   5.01160,  30.31703,   4.00000
  -7.00051,  19.01038,   6.00000
  22.94057,  21.11831,   3.00000
  -7.69040,  15.45728,   5.00000
 -34.62678,   7.76669,   2.00000
 -22.22790, -21.76016,   2.00000
 -30.01483, -21.68116,   2.00000
 -23.67267, -32.60493,   2.00000
 -22.16766,  21.80014,   6.00000
  47.08020, -31.97251,   2.00000
  24.47285, -11.36241,   5.00000
  10.81698, -22.38352,   4.00000
  35.42601,   8.04706,   3.00000
  43.49838,  12.48529,   3.00000
  14.71673,  25.74949,   4.00000
 -33.86485,  21.81860,   4.00000
  20.39018,  14.46531,   3.00000
  24.27680, -12.30709,   5.00000
  -5.14398,   9.71792,   5.00000
  -4.35327, -44.01914,   2.00000
  32.48043,  18.01674,   3.00000
  -7.94978,  51.91519,   4.00000
 -40.73676,  10.77761,   6.00000
  -4.93991,  26.30911,   2.00000
 -43.24878, -11.21517,   2.00000
 -11.54639,  14.67555,   6.00000
 -47.45856,   7.81678,   2.00000
  48.99153,  16.44093,   2.00000
 -14.30604,  -6.55521,   2.00000
 -39.28736,  21.89293,   6.00000
   3.52772, -12.28482,   1.00000
  38.92191,  -9.65644,   3.00000
 -28.84265, -22.90398,   2.00000
  18.55534,   1.76621,   4.00000
 -11.47418,  23.49279,   6.00000
  26.62663,  29.03361,   3.00000
  11.33997,  12.12021,   1.00000
  47.27116,  24.15748,   3.00000
 -38.40813,   7.58035,   6.00000
  -1.42658, -34.85787,   2.00000
